customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1285-UTFVR,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,73.02,427.47,Yes
5895-AUPLF,Male,0,No,No,20,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.79,1529.14,Yes
3785-NDAWR,Female,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,71.76,3212.44,No
3408-UBYIA,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.65,553.82,No
6962-CTWZD,Female,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.45,675.12,No
5406-FCVKO,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),92.29,745.48,No
5437-ETJLO,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,99.34,249.49,No
1560-JFRMC,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.88,892.24,No
8629-FCPGT,Female,0,No,No,33,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.74,2239.11,No
8693-IOUCB,Male,1,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.67,546.7,No
8002-BCRNT,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.89,720.25,No
7097-JYBYV,Female,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.67,113.88,No
5259-NANPV,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.11,1999.48,No
9429-TCCIF,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.52,1379.14,Yes
2048-MUBHU,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.02,679.6,No
8137-DYODM,Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.78,403.6,No
8179-MNTRF,Female,1,No,Yes,16,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,69.28,1106.81,No
3719-KBWSS,Male,1,Yes,No,37,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.59,2781.29,No
7488-BKRXO,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.89,1831.41,Yes
9648-WSICU,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.68,815.18,No
6448-NSGPP,Male,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.45,121.48,No
7907-ADDGH,Female,0,Yes,No,48,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,75.21,3589.58,No
7928-EGTTD,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.42,360.08,Yes
5517-GRETC,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.68,3749.48,No
2549-GEVEW,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),76.86,5549.21,Yes
5481-UVFOU,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,954.25,No
7793-WZXGE,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.06,1761.26,No
7356-ZRMUU,Female,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,262.97,No
3385-EMDQC,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,102.0,2677.09,No
5592-KUTWU,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.18,372.57,No
8961-DBTPR,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.77,3108.37,Yes
5839-CITFJ,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.6,2208.47,No
7164-JMQIQ,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.43,4448.69,Yes
4191-IIABP,Female,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),97.07,5615.36,No
7172-AJRZH,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,87.01,970.66,No
9980-KWBHV,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,106.63,6100.73,No
3247-QOQWX,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.55,1505.57,No
8340-SELAW,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.08,1384.17,No
5940-HYWKA,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,87.62,1384.92,Yes
8788-SXCXQ,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.89,2472.69,Yes
2668-TUHZN,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),54.91,934.89,No
5531-OSGSS,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.67,3282.42,No
9964-VHJFO,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,1290.58,Yes
7511-QHHYI,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.17,652.65,No
4009-ORCQD,Female,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),69.57,295.55,Yes
7979-NIIYZ,Male,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.25,641.66,No
5285-RJUDL,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.59,5196.63,Yes
6978-HBVMU,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.05,1536.29,No
7303-PBKJO,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.12,865.65,No
8569-WIYHN,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.44,162.55,Yes
7267-ZYRVT,Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.05,2242.83,No
3461-TULSN,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.56,2658.8,No
3160-XUCZW,Male,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.26,1147.3,Yes
1038-QLIOR,Male,0,No,No,66,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.89,3683.58,No
3196-MUHNH,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,77.15,872.59,No
7381-GWLKV,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,52.16,1029.89,No
9853-KYVMR,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),96.12,4295.8,No
5558-TROSW,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,74.43,1578.21,No
5183-LMVKE,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,86.56,1265.41,No
2724-AXCVS,Female,1,Yes,No,16,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),61.34,952.64,No
1022-GLOYE,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),79.49,3018.68,No
7279-JZPHA,Female,1,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.01,440.84,No
6995-ECADH,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,61.27,2748.4,No
6343-JBKYJ,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.14,1818.73,Yes
2428-NGBIP,Female,0,Yes,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.88,2743.75,No
6132-ITDVJ,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.59,683.02,Yes
3649-ZVLQN,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.21,1617.45,No
2037-YBUYT,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.09,314.89,No
3634-PSWFX,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.53,313.7,No
8378-EZDOD,Male,1,No,Yes,48,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.35,3596.77,Yes
2929-XVCZE,Female,0,No,Yes,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.62,947.48,No
8909-UVHGU,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,105.7,6444.25,Yes
6891-YMTQW,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.42,1763.81,No
3563-NCXEP,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),45.06,1280.11,No
7841-WTDXX,Male,1,Yes,No,18,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,61.88,1107.13,No
1161-RSSQN,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.28,3007.4,No
7354-VXMLZ,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),62.31,4453.16,No
6093-UDSPM,Female,0,Yes,No,19,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,51.09,975.8,Yes
6469-WQWAR,Male,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.84,2548.16,No
1830-TQOKY,Female,0,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,78.66,964.48,No
2019-VMAQF,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),60.26,4344.73,No
2283-TPOOF,Male,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.73,1202.79,No
3125-KGIZP,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.93,3109.24,Yes
6624-TJRCM,Female,1,No,Yes,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,55.65,929.77,No
7397-VMFQM,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.94,1104.21,Yes
3610-USJCN,Female,0,Yes,No,11,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),54.97,591.78,No
6017-SEETQ,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.0,2358.78,Yes
9895-EDFZD,Female,0,No,No,22,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),49.72,1071.46,No
8462-RCAXY,Male,1,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,330.95,No
1685-LYTXY,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),62.22,1739.54,Yes
7868-XLJVG,Male,0,No,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.93,1400.64,Yes
1162-WNXJP,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.95,2123.21,Yes
3014-JYMFL,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.36,576.64,Yes
6347-XKTRZ,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),54.17,950.35,No
1874-YUDRA,Male,0,No,No,67,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,57.16,3840.5,No
1671-XKTXO,Female,0,No,Yes,24,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.74,1268.23,No
7342-UJZLX,Male,0,No,Yes,64,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.77,4538.74,Yes
7285-YEZUR,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,65.6,4740.5,No
4670-ZEXQS,Female,1,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,69.87,1676.31,No
9562-YULYI,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,86.96,1607.94,No
7304-RUDJY,Female,0,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.58,2555.18,Yes
1597-WAQXB,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.85,464.85,No
7171-ZKIGV,Female,0,No,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.2,3066.21,No
5624-BFNFB,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),85.91,1400.64,No
4648-JUEBV,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.77,2509.31,No
4137-JBPPS,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.23,1062.78,No
4750-VLXOH,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.97,4799.15,No
6413-JCSQG,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.52,3278.52,No
3324-TZDNT,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),69.08,354.98,No
6774-XHUOV,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.73,376.84,No
1781-IHZZQ,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.26,917.56,Yes
3113-YXCHL,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.31,1715.83,Yes
8264-JTCFG,Male,0,No,No,69,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.65,4394.11,No
7744-RKSES,Male,0,Yes,No,44,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.04,2737.35,No
3551-LJHXI,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.52,2064.74,No
9676-UHWIO,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,89.72,3494.7,Yes
9078-PNHRJ,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,2609.41,Yes
7971-TFLBG,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,79.61,1070.54,No
5943-CMCRK,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.01,3316.13,Yes
5135-FAAWH,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.34,1006.36,No
1612-PKEDF,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),92.54,670.61,No
7509-VSILK,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,96.0,1909.61,No
8183-AMWUU,Male,0,No,Yes,7,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),50.89,403.92,Yes
1669-MBDFZ,Female,1,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,76.8,852.42,No
9438-EYCAD,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,54.0,862.36,No
4864-TBZEC,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.02,1655.68,Yes
1264-TFRFS,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.66,6521.9,No
8544-KBOLL,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),80.55,2564.84,No
3504-UXBVC,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.04,1789.14,Yes
1587-ZPUXZ,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.64,1743.33,No
9381-AUCTB,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,65.89,1056.69,Yes
7450-ORZKY,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.82,3072.15,No
3326-PVQEL,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,65.76,390.97,No
2674-OCATP,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.9,396.19,No
7049-BCHXO,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.44,5359.66,Yes
2958-FITAH,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.18,2449.74,Yes
4830-WCDZY,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.12,924.83,No
6925-OUCYU,Male,0,Yes,No,25,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.95,1657.77,No
1948-NTNDL,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),72.55,1883.47,No
8568-GICMO,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),92.78,1748.05,No
2138-AFWBX,Female,0,No,No,19,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.59,1602.11,Yes
7701-FNDUH,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,83.58,2146.24,No
6661-NTQYH,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,94.25,3218.68,No
7999-NZFWV,Male,0,No,No,17,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),75.66,1275.78,No
2967-YSNSC,Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.38,1637.04,Yes
6394-ITMGN,Female,1,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),72.23,1312.96,Yes
8230-IWYSO,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),88.06,2441.74,No
8155-NXFUD,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.63,3226.06,No
1285-IAXTY,Male,1,No,No,53,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),55.5,2944.09,No
2762-INIDD,Male,0,Yes,No,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.38,1063.41,Yes
1987-HBINV,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,66.33,1268.72,No
4198-WPQPL,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.11,2123.92,No
6154-KNRUU,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),112.77,3618.3,Yes
2348-PTECL,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.93,1151.85,No
8156-IIDCQ,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.34,478.7,No
5577-XAHMW,Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2062.56,Yes
2447-LVLNO,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,93.26,3190.69,No
1526-ISZTV,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.8,1179.47,No
8986-FTYSD,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,82.06,1972.41,Yes
2846-GDVLM,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.9,1889.72,No
9770-VLBXB,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),61.06,851.29,No
3394-WIAHW,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),87.67,6093.22,No
5005-FVYRQ,Male,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.7,2144.33,No
7716-LFZHS,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),81.93,425.02,No
4451-JAYMQ,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.18,364.83,No
9333-CPMTX,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.16,1157.67,Yes
6808-MFQNQ,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.63,248.41,No
2159-KTAZG,Female,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,70.81,2275.01,No
1340-UQJKV,Female,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,101.14,No
7376-IXEQI,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.56,2204.0,Yes
1855-USGWI,Male,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),42.98,1466.63,No
